Crop,Year,Month,Price
Sugarcane,2016,June,159.7
Sunflower,2016,June,112.7
Sunflower oil,2016,June,104.0
Tobacco,2016,June,113.6
Tomato,2016,June,209.4
Tur,2016,June,217.2
Urad,2016,June,247.6
Wheat,2016,June,136.5
Wheat Atta,2016,June,136.0
Bajra,2017,June,149.7
Barley,2017,June,138.1
Castorseed,2017,June,102.0
Cotton,2017,June,110.7
Cotton (Meal/Cake),2017,June,153.9
Cotton Oil,2017,June,97.9
Gram,2017,June,174.0
Groundnut,2017,June,133.2
Groundnut Oil,2017,June,111.6
Jowar,2017,June,126.9
Jute,2017,June,163.3
Lentil,2017,June,144.5
Linseed,2017,June,159.6
Maize,2017,June,132.6
Mesta,2017,June,128.6
Moong,2017,June,116.8
Nigerseed,2017,June,206.7
Onion,2017,June,111.8
Paddy,2017,June,148.4
Palm oil,2017,June,104.5
Peas,2017,June,130.2
Potato,2017,June,112.5
Ragi,2017,June,237.5
Rajma,2017,June,157.5
Rapeseed & Mustard,2017,June,129.9
Rapeseed & Mustard (Meal/Cake),2017,June,188.2
Rapeseed & Mustard Oil,2017,June,115.9
Rice,2017,June,148.9
Safflower,2017,June,129.3
Sesamum,2017,June,114.3
Soya oil,2017,June,103.4
Soybean,2017,June,121.2
Sugarcane,2017,June,167.6
Sunflower,2017,June,98.3
Sunflower oil,2017,June,101.4
Tobacco,2017,June,113.6
Tomato,2017,June,147.8
Tur,2017,June,118.3
Urad,2017,June,140.8
Wheat,2017,June,136.1
Wheat Atta,2017,June,136.1
Bajra,2018,June,129.5
Barley,2018,June,141.7
Castorseed,2018,June,96.2
Cotton,2018,June,116.7
Cotton (Meal/Cake),2018,June,139.5
Cotton Oil,2018,June,110.4
Gram,2018,June,121.6
Groundnut,2018,June,109.7
Groundnut Oil,2018,June,103.4
Jowar,2018,June,119.3
Jute,2018,June,166.9
Lentil,2018,June,117.8
Linseed,2018,June,141.0
Maize,2018,June,121.5
Mesta,2018,June,120.1
Moong,2018,June,112.4
Nigerseed,2018,June,141.7
Onion,2018,June,135.3
Paddy,2018,June,153.9
Palm oil,2018,June,124.3
Peas,2018,June,150.5
Potato,2018,June,224.6
Ragi,2018,June,208.3
Rajma,2018,June,132.2
Rapeseed & Mustard,2018,June,137.4
Rapeseed & Mustard (Meal/Cake),2018,June,184.2
Rapeseed & Mustard Oil,2018,June,122.3
Rice,2018,June,150.5
Safflower,2018,June,137.8
Sesamum,2018,June,128.1
Soya oil,2018,June,111.6
Soybean,2018,June,153.1
Sugarcane,2018,June,169.5
Sunflower,2018,June,101.3
Sunflower oil,2018,June,109.2
Tobacco,2018,June,113.6
Tomato,2018,June,147.2
Tur,2018,June,113.2
Urad,2018,June,105.9
Wheat,2018,June,143.1
Wheat Atta,2018,June,139.8
Bajra,2019,June,195.3
Barley,2019,June,167.0
Castorseed,2019,June,127.4
Cotton,2019,June,124.9
Cotton (Meal/Cake),2019,June,177.3
Cotton Oil,2019,June,110.1
Gram,2019,June,146.5
Groundnut,2019,June,140.3
Groundnut Oil,2019,June,118.0
Jowar,2019,June,151.2
Jute,2019,June,197.2
Lentil,2019,June,137.1
Linseed,2019,June,155.4
Maize,2019,June,174.0
Mesta,2019,June,135.3
Moong,2019,June,135.6
Nigerseed,2019,June,170.7
Onion,2019,June,157.8
Paddy,2019,June,158.4
Palm oil,2019,June,106.5
Peas,2019,June,189.9
Potato,2019,June,170.1
Ragi,2019,June,220.3
Rajma,2019,June,133.0
Rapeseed & Mustard,2019,June,141.5
Rapeseed & Mustard (Meal/Cake),2019,June,188.6
Rapeseed & Mustard Oil,2019,June,122.0
Rice,2019,June,153.6
Safflower,2019,June,183.0
Sesamum,2019,June,160.7
Soya oil,2019,June,111.5
Soybean,2019,June,161.8
Sugarcane,2019,June,169.5
Sunflower,2019,June,120.9
Sunflower oil,2019,June,109.4
Tobacco,2019,June,113.6
Tomato,2019,June,318.9
Tur,2019,June,149.5
Urad,2019,June,132.1
Wheat,2019,June,150.8
Wheat Atta,2019,June,151.2
Bajra,2020,June,176.1
Barley,2020,June,157.4
Castorseed,2020,June,98.0
Cotton,2020,June,106.1
Cotton (Meal/Cake),2020,June,160.1
Cotton Oil,2020,June,117.1
Gram,2020,June,143.8
Groundnut,2020,June,158.8
Groundnut Oil,2020,June,137.6
Jowar,2020,June,161.3
Jute,2020,June,206.6
Lentil,2020,June,155.1
Linseed,2020,June,168.1
Maize,2020,June,148.4
Mesta,2020,June,136.2
Moong,2020,June,176.1
Nigerseed,2020,June,153.1
Onion,2020,June,133.7
Paddy,2020,June,165.6
Palm oil,2020,June,129.8
Peas,2020,June,199.6
Potato,2020,June,265.7
Ragi,2020,June,228.2
Rajma,2020,June,145.5
Rapeseed & Mustard,2020,June,151.9
Rapeseed & Mustard (Meal/Cake),2020,June,181.2
Rapeseed & Mustard Oil,2020,June,145.7
Rice,2020,June,157.4
Safflower,2020,June,160.2
Sesamum,2020,June,194.0
Soya oil,2020,June,115.3
Soybean,2020,June,164.1
Sugarcane,2020,June,169.5
Sunflower,2020,June,115.1
Sunflower oil,2020,June,119.2
Tobacco,2020,June,113.6
Tomato,2020,June,173.5
Tur,2020,June,158.6
Urad,2020,June,184.0
Wheat,2020,June,158.5
Wheat Atta,2020,June,149.2
Bajra,2021,June,150.1
Barley,2021,June,156.0
Castorseed,2021,June,116.5
Cotton,2021,June,125.6
Cotton (Meal/Cake),2021,June,203.8
Cotton Oil,2021,June,172.6
Gram,2021,June,169.5
Groundnut,2021,June,163.3
Groundnut Oil,2021,June,158.3
Jowar,2021,June,144.7
Jute,2021,June,309.3
Lentil,2021,June,179.6
Linseed,2021,June,189.5
Maize,2021,June,142.6
Mesta,2021,June,185.9
Moong,2021,June,167.4
Nigerseed,2021,June,249.0
Onion,2021,June,219.7
Paddy,2021,June,161.7
Palm oil,2021,June,194.3
Peas,2021,June,216.5
Potato,2021,June,183.1
Ragi,2021,June,235.2
Rajma,2021,June,201.9
Rapeseed & Mustard,2021,June,200.2
Rapeseed & Mustard (Meal/Cake),2021,June,234.8
Rapeseed & Mustard Oil,2021,June,204.7
Rice,2021,June,153.9
Safflower,2021,June,181.8
Sesamum,2021,June,179.0
Soya oil,2021,June,180.9
Soybean,2021,June,282.6
Sugarcane,2021,June,196.3
Sunflower,2021,June,160.2
Sunflower oil,2021,June,162.8
Tobacco,2021,June,113.6
Tomato,2021,June,145.2
Tur,2021,June,178.8
Urad,2021,June,194.2
Wheat,2021,June,155.7
Wheat Atta,2021,June,143.7
Bajra,2022,June,207.0
Barley,2022,June,234.9
Castorseed,2022,June,140.9
Cotton,2022,June,226.2
Cotton (Meal/Cake),2022,June,200.6
Cotton Oil,2022,June,191.2
Gram,2022,June,161.3
Groundnut,2022,June,171.0
Groundnut Oil,2022,June,176.9
Jowar,2022,June,161.7
Jute,2022,June,283.8
Lentil,2022,June,200.6
Linseed,2022,June,239.6
Maize,2022,June,178.3
Mesta,2022,June,206.9
Moong,2022,June,165.1
Nigerseed,2022,June,234.2
Onion,2022,June,150.9
Paddy,2022,June,165.5
Palm oil,2022,June,220.0
Peas,2022,June,220.6
Potato,2022,June,259.1
Ragi,2022,June,225.9
Rajma,2022,June,245.0
Rapeseed & Mustard,2022,June,206.0
Rapeseed & Mustard (Meal/Cake),2022,June,202.7
Rapeseed & Mustard Oil,2022,June,210.2
Rice,2022,June,158.3
Safflower,2022,June,195.1
Sesamum,2022,June,184.6
Soya oil,2022,June,198.6
Soybean,2022,June,287.5
Sugarcane,2022,June,199.8
Sunflower,2022,June,187.7
Sunflower oil,2022,June,180.9
Tobacco,2022,June,113.6
Tomato,2022,June,553.3
Tur,2022,June,174.2
Urad,2022,June,175.3
Wheat,2022,June,171.8
Wheat Atta,2022,June,163.2
Bajra,2023,June,226.7
Barley,2023,June,191.6
Castorseed,2023,June,106.5
Cotton,2023,June,161.7
Cotton (Meal/Cake),2023,June,184.4
Cotton Oil,2023,June,122.9
Gram,2023,June,166.5
Groundnut,2023,June,200.1
Groundnut Oil,2023,June,171.6
Jowar,2023,June,219.6
Jute,2023,June,245.5
Lentil,2023,June,187.7
Linseed,2023,June,177.0
Maize,2023,June,181.9
Mesta,2023,June,158.0
Moong,2023,June,184.8
Nigerseed,2023,June,280.4
Onion,2023,June,144.4
Paddy,2023,June,178.2
Palm oil,2023,June,153.0
Peas,2023,June,196.0
Potato,2023,June,204.3
Ragi,2023,June,237.1
Rajma,2023,June,241.8
Rapeseed & Mustard,2023,June,162.0
Rapeseed & Mustard (Meal/Cake),2023,June,200.7
Rapeseed & Mustard Oil,2023,June,150.3
Rice,2023,June,174.3
Safflower,2023,June,176.8
Sesamum,2023,June,219.0
Soya oil,2023,June,129.9
Soybean,2023,June,221.5
Sugarcane,2023,June,210.1
Sunflower,2023,June,137.1
Sunflower oil,2023,June,126.2
Tobacco,2023,June,113.6
Tomato,2023,June,249.4
Tur,2023,June,226.3
Urad,2023,June,196.5
Wheat,2023,June,187.3
Wheat Atta,2023,June,178.6
Bajra,2024,June,239.6
Barley,2024,June,197.8
Castorseed,2024,June,107.2
Cotton,2024,June,150.6
Cotton (Meal/Cake),2024,June,192.4
Cotton Oil,2024,June,127.6
Gram,2024,June,209.8
Groundnut,2024,June,185.5
Groundnut Oil,2024,June,166.6
Jowar,2024,June,219.6
Jute,2024,June,238.0
Lentil,2024,June,189.1
Linseed,2024,June,187.7
Maize,2024,June,202.7
Mesta,2024,June,172.1
Moong,2024,June,202.8
Nigerseed,2024,June,288.5
Onion,2024,June,279.2
Paddy,2024,June,199.7
Palm oil,2024,June,153.7
Peas,2024,June,214.8
Potato,2024,June,339.9
Ragi,2024,June,303.5
Rajma,2024,June,237.9
Rapeseed & Mustard,2024,June,172.0
Rapeseed & Mustard (Meal/Cake),2024,June,216.6
Rapeseed & Mustard Oil,2024,June,170.6
Rice,2024,June,194.2
Safflower,2024,June,175.0
Sesamum,2024,June,232.5
Soya oil,2024,June,131.0
Soybean,2024,June,205.2
Sugarcane,2024,June,217.0
Sunflower,2024,June,121.5
Sunflower oil,2024,June,128.6
Tobacco,2024,June,113.6
Tomato,2024,June,393.6
Tur,2024,June,303.5
Urad,2024,June,227.9
Wheat,2024,June,199.0
Wheat Atta,2024,June,187.4
Bajra,2012,July,113.9
Barley,2012,July,113.2
Castorseed,2012,July,87.6
Cotton,2012,July,102.0
Cotton (Meal/Cake),2012,July,115.5
Cotton Oil,2012,July,110.1
Gram,2012,July,143.7
Groundnut,2012,July,116.7
Groundnut Oil,2012,July,120.7
Jowar,2012,July,93.7
Jute,2012,July,111.6
Lentil,2012,July,115.2
Linseed,2012,July,117.7
Maize,2012,July,111.3
Mesta,2012,July,104.8
Moong,2012,July,103.6
Nigerseed,2012,July,114.0
Onion,2012,July,94.1
Paddy,2012,July,111.0
Palm oil,2012,July,112.5
Peas,2012,July,147.4
Potato,2012,July,194.6
Ragi,2012,July,115.6
Rajma,2012,July,151.2
Rapeseed & Mustard,2012,July,129.5
Rapeseed & Mustard (Meal/Cake),2012,July,159.1
Rapeseed & Mustard Oil,2012,July,118.8
Rice,2012,July,108.9
Safflower,2012,July,116.1
Sesamum,2012,July,125.6
Soya oil,2012,July,113.5
Soybean,2012,July,182.7
Sugarcane,2012,July,101.2
Sunflower,2012,July,112.8
Sunflower oil,2012,July,105.5
Tobacco,2012,July,100.0
Tomato,2012,July,182.3
Tur,2012,July,108.6
Urad,2012,July,97.9
Wheat,2012,July,105.8
Wheat Atta,2012,July,106.2
Bajra,2013,July,135.3
Barley,2013,July,115.8
Castorseed,2013,July,80.3
Cotton,2013,July,111.6
Cotton (Meal/Cake),2013,July,130.9
Cotton Oil,2013,July,102.9
Gram,2013,July,110.0
Groundnut,2013,July,110.3
Groundnut Oil,2013,July,109.0
Jowar,2013,July,99.5
Jute,2013,July,117.7
Lentil,2013,July,131.5
Linseed,2013,July,127.7
Maize,2013,July,127.6
Mesta,2013,July,118.1
Moong,2013,July,118.0
Nigerseed,2013,July,117.1
Onion,2013,July,279.0
Paddy,2013,July,129.4
Palm oil,2013,July,99.6
Peas,2013,July,151.7
Potato,2013,July,181.1
Ragi,2013,July,174.2
Rajma,2013,July,171.6
Rapeseed & Mustard,2013,July,116.5
Rapeseed & Mustard (Meal/Cake),2013,July,144.4
Rapeseed & Mustard Oil,2013,July,102.5
Rice,2013,July,129.1
Safflower,2013,July,118.9
Sesamum,2013,July,157.2
Soya oil,2013,July,108.3
Soybean,2013,July,153.5
Sugarcane,2013,July,104.9
Sunflower,2013,July,112.3
Sunflower oil,2013,July,108.2
Tobacco,2013,July,104.0
Tomato,2013,July,158.3
Tur,2013,July,116.5
Urad,2013,July,96.6
Wheat,2013,July,122.3
Wheat Atta,2013,July,124.6
Bajra,2014,July,134.4
Barley,2014,July,120.1
Castorseed,2014,July,94.2
Cotton,2014,July,106.4
Cotton (Meal/Cake),2014,July,141.0
Cotton Oil,2014,July,104.9
Gram,2014,July,97.8
Groundnut,2014,July,103.5
Groundnut Oil,2014,July,92.1
Jowar,2014,July,120.7
Jute,2014,July,128.6
Lentil,2014,July,147.9
Linseed,2014,July,124.9
Maize,2014,July,124.6
Mesta,2014,July,124.2
Moong,2014,July,142.5
Nigerseed,2014,July,120.9
Onion,2014,July,243.4
Paddy,2014,July,139.6
Palm oil,2014,July,106.1
Peas,2014,July,145.7
Potato,2014,July,265.9
Ragi,2014,July,159.6
Rajma,2014,July,173.0
Rapeseed & Mustard,2014,July,121.1
Rapeseed & Mustard (Meal/Cake),2014,July,148.7
Rapeseed & Mustard Oil,2014,July,106.7
Rice,2014,July,131.9
Safflower,2014,July,94.8
Sesamum,2014,July,138.5
Soya oil,2014,July,104.8
Soybean,2014,July,175.9
Sugarcane,2014,July,124.3
Sunflower,2014,July,106.6
Sunflower oil,2014,July,96.3
Tobacco,2014,July,112.9
Tomato,2014,July,248.3
Tur,2014,July,122.2
Urad,2014,July,122.3
Wheat,2014,July,121.9
Wheat Atta,2014,July,128.0
Bajra,2015,July,124.3
Barley,2015,July,121.9
Castorseed,2015,July,94.1
Cotton,2015,July,91.5
Cotton (Meal/Cake),2015,July,146.3
Cotton Oil,2015,July,98.5
Gram,2015,July,137.9
Groundnut,2015,July,133.1
Groundnut Oil,2015,July,111.4
Jowar,2015,July,110.7
Jute,2015,July,161.9
Lentil,2015,July,188.4
Linseed,2015,July,130.7
Maize,2015,July,119.9
Mesta,2015,July,138.6
Moong,2015,July,165.3
Nigerseed,2015,July,220.3
Onion,2015,July,275.5
Paddy,2015,July,133.4
Palm oil,2015,July,95.0
Peas,2015,July,142.1
Potato,2015,July,130.6
Ragi,2015,July,156.1
Rajma,2015,July,155.0
Rapeseed & Mustard,2015,July,143.8
Rapeseed & Mustard (Meal/Cake),2015,July,181.0
Rapeseed & Mustard Oil,2015,July,125.5
Rice,2015,July,127.0
Safflower,2015,July,105.8
Sesamum,2015,July,116.1
Soya oil,2015,July,98.0
Soybean,2015,July,147.1
Sugarcane,2015,July,150.3
Sunflower,2015,July,109.0
Sunflower oil,2015,July,99.3
Tobacco,2015,July,113.6
Tomato,2015,July,164.1
Tur,2015,July,174.8
Urad,2015,July,162.8
Wheat,2015,July,124.8
Wheat Atta,2015,July,127.1
Bajra,2016,July,159.6
Barley,2016,July,154.2
Castorseed,2016,July,83.6
Cotton,2016,July,116.4
Cotton (Meal/Cake),2016,July,176.9
Cotton Oil,2016,July,100.1
Gram,2016,July,227.1
Groundnut,2016,July,150.0
Groundnut Oil,2016,July,124.9
Jowar,2016,July,120.1
Jute,2016,July,242.9
Lentil,2016,July,190.7
Linseed,2016,July,171.5
Maize,2016,July,142.2
Mesta,2016,July,168.1
Moong,2016,July,150.4
Nigerseed,2016,July,212.8
Onion,2016,July,129.5
Paddy,2016,July,144.2
Palm oil,2016,July,99.5
Peas,2016,July,156.6
Potato,2016,July,230.4
Ragi,2016,July,169.3
Rajma,2016,July,159.5
Rapeseed & Mustard,2016,July,155.0
Rapeseed & Mustard (Meal/Cake),2016,July,244.9
Rapeseed & Mustard Oil,2016,July,128.1
Rice,2016,July,143.7
Safflower,2016,July,111.4
Sesamum,2016,July,116.0
Soya oil,2016,July,102.4
Soybean,2016,July,158.7
Sugarcane,2016,July,159.7
Sunflower,2016,July,112.5
Sunflower oil,2016,July,104.0
Tobacco,2016,July,113.6
Tomato,2016,July,147.5
Tur,2016,July,215.1
Urad,2016,July,243.7
Wheat,2016,July,137.9
Wheat Atta,2016,July,137.8
Bajra,2017,July,145.4
Barley,2017,July,139.3
Castorseed,2017,July,102.6
Cotton,2017,July,110.7
Cotton (Meal/Cake),2017,July,151.3
Cotton Oil,2017,July,100.1
Gram,2017,July,176.0
Groundnut,2017,July,127.6
Groundnut Oil,2017,July,109.9
Jowar,2017,July,126.3
Jute,2017,July,158.1
Lentil,2017,July,137.5
Linseed,2017,July,160.0
Maize,2017,July,129.2
Mesta,2017,July,129.9
Moong,2017,July,113.0
Nigerseed,2017,July,207.2
Onion,2017,July,117.2
Paddy,2017,July,149.1
Palm oil,2017,July,104.4
Peas,2017,July,137.6
Potato,2017,July,132.6
Ragi,2017,July,247.0
Rajma,2017,July,157.9
Rapeseed & Mustard,2017,July,131.0
Rapeseed & Mustard (Meal/Cake),2017,July,175.5
Rapeseed & Mustard Oil,2017,July,113.5
Rice,2017,July,150.2
Safflower,2017,July,134.1
Sesamum,2017,July,113.2
Soya oil,2017,July,103.1
Soybean,2017,July,121.6
Sugarcane,2017,July,167.6
Sunflower,2017,July,96.8
Sunflower oil,2017,July,102.4
Tobacco,2017,July,113.6
Tomato,2017,July,456.6
Tur,2017,July,114.1
Urad,2017,July,134.1
Wheat,2017,July,136.3
Wheat Atta,2017,July,137.0
Bajra,2018,July,132.9
Barley,2018,July,141.0
Castorseed,2018,July,102.5
Cotton,2018,July,121.9
Cotton (Meal/Cake),2018,July,147.5
Cotton Oil,2018,July,112.0
Gram,2018,July,128.3
Groundnut,2018,July,112.4
Groundnut Oil,2018,July,105.0
Jowar,2018,July,119.6
Jute,2018,July,170.2
Lentil,2018,July,117.9
Linseed,2018,July,143.4
Maize,2018,July,121.6
Mesta,2018,July,122.1
Moong,2018,July,115.0
Nigerseed,2018,July,132.8
Onion,2018,July,169.0
Paddy,2018,July,155.0
Palm oil,2018,July,121.6
Peas,2018,July,154.0
Potato,2018,July,232.3
Ragi,2018,July,206.6
Rajma,2018,July,132.3
Rapeseed & Mustard,2018,July,140.8
Rapeseed & Mustard (Meal/Cake),2018,July,181.8
Rapeseed & Mustard Oil,2018,July,127.0
Rice,2018,July,148.5
Safflower,2018,July,134.8
Sesamum,2018,July,130.0
Soya oil,2018,July,112.0
Soybean,2018,July,150.1
Sugarcane,2018,July,169.5
Sunflower,2018,July,104.8
Sunflower oil,2018,July,109.8
Tobacco,2018,July,113.6
Tomato,2018,July,232.3
Tur,2018,July,111.2
Urad,2018,July,106.9
Wheat,2018,July,145.0
Wheat Atta,2018,July,143.6
Bajra,2019,July,199.6
Barley,2019,July,169.0
Castorseed,2019,July,128.0
Cotton,2019,July,123.2
Cotton (Meal/Cake),2019,July,179.1
Cotton Oil,2019,July,111.8
Gram,2019,July,145.9
Groundnut,2019,July,147.1
Groundnut Oil,2019,July,118.9
Jowar,2019,July,157.6
Jute,2019,July,191.4
Lentil,2019,July,137.5
Linseed,2019,July,154.0
Maize,2019,July,181.5
Mesta,2019,July,131.5
Moong,2019,July,137.1
Nigerseed,2019,July,168.0
Onion,2019,July,181.9
Paddy,2019,July,159.9
Palm oil,2019,July,105.0
Peas,2019,July,190.7
Potato,2019,July,176.2
Ragi,2019,July,221.4
Rajma,2019,July,132.9
Rapeseed & Mustard,2019,July,141.9
Rapeseed & Mustard (Meal/Cake),2019,July,189.0
Rapeseed & Mustard Oil,2019,July,122.8
Rice,2019,July,153.9
Safflower,2019,July,181.2
Sesamum,2019,July,165.0
Soya oil,2019,July,110.8
Soybean,2019,July,156.9
Sugarcane,2019,July,169.5
Sunflower,2019,July,117.5
Sunflower oil,2019,July,110.5
Tobacco,2019,July,113.6
Tomato,2019,July,326.3
Tur,2019,July,150.2
Urad,2019,July,131.5
Wheat,2019,July,153.4
Wheat Atta,2019,July,152.8
Bajra,2020,July,167.3
Barley,2020,July,153.1
Castorseed,2020,July,100.6
Cotton,2020,July,106.4
Cotton (Meal/Cake),2020,July,160.1
Cotton Oil,2020,July,118.4
Gram,2020,July,144.3
Groundnut,2020,July,156.5
Groundnut Oil,2020,July,137.7
Jowar,2020,July,157.5
Jute,2020,July,208.4
Lentil,2020,July,157.5
Linseed,2020,July,162.0
Maize,2020,July,147.6
Mesta,2020,July,135.0
Moong,2020,July,173.6
Nigerseed,2020,July,152.5
Onion,2020,July,135.4
Paddy,2020,July,165.8
Palm oil,2020,July,131.8
Peas,2020,July,200.0
Potato,2020,July,297.9
Ragi,2020,July,232.7
Rajma,2020,July,145.9
Rapeseed & Mustard,2020,July,154.6
Rapeseed & Mustard (Meal/Cake),2020,July,183.9
Rapeseed & Mustard Oil,2020,July,147.7
Rice,2020,July,155.6
Safflower,2020,July,162.4
Sesamum,2020,July,191.7
Soya oil,2020,July,118.1
Soybean,2020,July,160.9
Sugarcane,2020,July,189.4
Sunflower,2020,July,116.0
Sunflower oil,2020,July,119.6
Tobacco,2020,July,113.6
Tomato,2020,July,388.4
Tur,2020,July,160.1
Urad,2020,July,181.7
Wheat,2020,July,157.3
Wheat Atta,2020,July,149.1
Bajra,2021,July,153.9
Barley,2021,July,156.7
Castorseed,2021,July,118.4
Cotton,2021,July,131.2
Cotton (Meal/Cake),2021,July,206.0
Cotton Oil,2021,July,173.3
Gram,2021,July,165.0
Groundnut,2021,July,160.0
Groundnut Oil,2021,July,158.3
Jowar,2021,July,142.6
Jute,2021,July,295.8
Lentil,2021,July,179.9
Linseed,2021,July,183.2
Maize,2021,July,147.6
Mesta,2021,July,179.4
Moong,2021,July,163.5
Nigerseed,2021,July,247.5
Onion,2021,July,232.9
Paddy,2021,July,161.2
Palm oil,2021,July,195.4
Peas,2021,July,214.0
Potato,2021,July,188.6
Ragi,2021,July,233.1
Rajma,2021,July,206.1
Rapeseed & Mustard,2021,July,202.3
Rapeseed & Mustard (Meal/Cake),2021,July,239.9
Rapeseed & Mustard Oil,2021,July,211.5
Rice,2021,July,151.4
Safflower,2021,July,183.8
Sesamum,2021,July,177.4
Soya oil,2021,July,179.6
Soybean,2021,July,299.0
Sugarcane,2021,July,196.3
Sunflower,2021,July,169.5
Sunflower oil,2021,July,161.6
Tobacco,2021,July,113.6
Tomato,2021,July,228.5
Tur,2021,July,174.4
Urad,2021,July,182.9
Wheat,2021,July,152.8
Wheat Atta,2021,July,143.9
Bajra,2022,July,208.0
Barley,2022,July,235.0
Castorseed,2022,July,139.6
Cotton,2022,July,203.6
Cotton (Meal/Cake),2022,July,198.0
Cotton Oil,2022,July,184.9
Gram,2022,July,163.2
Groundnut,2022,July,172.0
Groundnut Oil,2022,July,177.3
Jowar,2022,July,167.0
Jute,2022,July,277.1
Lentil,2022,July,202.1
Linseed,2022,July,234.8
Maize,2022,July,186.1
Mesta,2022,July,208.2
Moong,2022,July,166.2
Nigerseed,2022,July,237.8
Onion,2022,July,172.5
Paddy,2022,July,166.2
Palm oil,2022,July,201.5
Peas,2022,July,218.3
Potato,2022,July,291.4
Ragi,2022,July,219.4
Rajma,2022,July,250.4
Rapeseed & Mustard,2022,July,204.0
Rapeseed & Mustard (Meal/Cake),2022,July,198.6
Rapeseed & Mustard Oil,2022,July,202.5
Rice,2022,July,160.9
Safflower,2022,July,199.3
Sesamum,2022,July,177.4
Soya oil,2022,July,179.9
Soybean,2022,July,261.5
Sugarcane,2022,July,199.8
Sunflower,2022,July,180.0
Sunflower oil,2022,July,175.1
Tobacco,2022,July,113.6
Tomato,2022,July,301.8
Tur,2022,July,180.3
Urad,2022,July,177.4
Wheat,2022,July,173.6
Wheat Atta,2022,July,168.9
Bajra,2023,July,226.9
Barley,2023,July,186.6
Castorseed,2023,July,117.0
Cotton,2023,July,157.6
Cotton (Meal/Cake),2023,July,182.9
Cotton Oil,2023,July,127.3
Gram,2023,July,166.2
Groundnut,2023,July,203.9
Groundnut Oil,2023,July,175.6
Jowar,2023,July,224.1
Jute,2023,July,249.6
Lentil,2023,July,186.5
Linseed,2023,July,176.4
Maize,2023,July,186.0
Mesta,2023,July,161.6
Moong,2023,July,189.0
Nigerseed,2023,July,278.1
Onion,2023,July,184.8
Paddy,2023,July,181.2
Palm oil,2023,July,152.2
Peas,2023,July,215.9
Potato,2023,July,220.3
Ragi,2023,July,245.4
Rajma,2023,July,243.8
Rapeseed & Mustard,2023,July,163.8
Rapeseed & Mustard (Meal/Cake),2023,July,205.0
Rapeseed & Mustard Oil,2023,July,157.5
Rice,2023,July,176.5
Safflower,2023,July,168.6
Sesamum,2023,July,225.9
Soya oil,2023,July,132.5
Soybean,2023,July,219.8
Sugarcane,2023,July,210.1
Sunflower,2023,July,141.2
Sunflower oil,2023,July,127.3
Tobacco,2023,July,113.6
Tomato,2023,July,1015.0
Tur,2023,July,238.5
Urad,2023,July,195.8
Wheat,2023,July,187.5
Wheat Atta,2023,July,179.6
Bajra,2024,July,241.0
Barley,2024,July,203.6
Castorseed,2024,July,112.5
Cotton,2024,July,155.3
Cotton (Meal/Cake),2024,July,195.7
Cotton Oil,2024,July,126.6
Gram,2024,July,212.9
Groundnut,2024,July,182.2
Groundnut Oil,2024,July,167.6
Jowar,2024,July,212.8
Jute,2024,July,241.0
Lentil,2024,July,190.4
Linseed,2024,July,187.8
Maize,2024,July,207.2
Mesta,2024,July,172.5
Moong,2024,July,198.8
Nigerseed,2024,July,294.2
Onion,2024,July,347.9
Paddy,2024,July,201.1
Palm oil,2024,July,154.5
Peas,2024,July,221.7
Potato,2024,July,390.0
Ragi,2024,July,309.2
Rajma,2024,July,242.5
Rapeseed & Mustard,2024,July,173.4
Rapeseed & Mustard (Meal/Cake),2024,July,213.2
Rapeseed & Mustard Oil,2024,July,171.9
Rice,2024,July,193.8
Safflower,2024,July,167.7
Sesamum,2024,July,229.3
Soya oil,2024,July,132.4
Soybean,2024,July,204.0
Sugarcane,2024,July,217.0
Sunflower,2024,July,124.3
Sunflower oil,2024,July,129.0
Tobacco,2024,July,113.6
Tomato,2024,July,630.5
Tur,2024,July,306.8
Urad,2024,July,224.8
Wheat,2024,July,200.2
Wheat Atta,2024,July,190.4
Bajra,2012,August,120.7
Barley,2012,August,113.8
Castorseed,2012,August,96.1
Cotton,2012,August,103.6
Cotton (Meal/Cake),2012,August,125.3
Cotton Oil,2012,August,113.3
Gram,2012,August,149.9
Groundnut,2012,August,122.9
Groundnut Oil,2012,August,124.4
Jowar,2012,August,96.2
Jute,2012,August,114.2
Lentil,2012,August,119.2
Linseed,2012,August,122.9
Maize,2012,August,117.8
Mesta,2012,August,102.7
Moong,2012,August,108.7
Nigerseed,2012,August,125.2
Onion,2012,August,105.6
Paddy,2012,August,114.0
Palm oil,2012,August,111.9
Peas,2012,August,143.3
Potato,2012,August,198.0
Ragi,2012,August,126.4
Rajma,2012,August,153.9
Rapeseed & Mustard,2012,August,134.6
Rapeseed & Mustard (Meal/Cake),2012,August,174.5
Rapeseed & Mustard Oil,2012,August,122.1
Rice,2012,August,109.9
Safflower,2012,August,118.1
Sesamum,2012,August,134.8
Soya oil,2012,August,115.2
Soybean,2012,August,183.8
Sugarcane,2012,August,104.9
Sunflower,2012,August,118.4
Sunflower oil,2012,August,106.2
Tobacco,2012,August,100.0
Tomato,2012,August,147.2
Tur,2012,August,115.6
Urad,2012,August,102.3
Wheat,2012,August,116.0
Wheat Atta,2012,August,115.9
Bajra,2013,August,131.0
Barley,2013,August,116.3
Castorseed,2013,August,83.0
Cotton,2013,August,116.3
